Country;Site_Name;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Reference;Full Reference;
Peru;Cahuachi CAH88;-14,49;-75,07;2080;160;W-422;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;2090;60;Gd-7149;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;2120;60;Gd-8010;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;2160;110;Gd-4500;textile;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;2190;60;Gd-7083;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;2211;200;C-521;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;2330;80;Gd-6617;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;3720;60;Gd-8011;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;3780;80;Gd-8017;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;4405;30;Gd-3442;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;5190;70;Gif-8128;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;5280;90;Gd-2994;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;5400;150;Gd-4394;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;5430;130;Gd-4393;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;5440;90;Gd-2996;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;5535;30;Gd-3441;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cahuachi CAH88;-14,49;-75,07;5555;45;GrN-16593;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cajocancha 1;-11,05;-76,23;3260;60;Ny-233;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Callango West Bank;-14,491641;-75,647654;2380;50;Beta-98217;wood;DeLeonardis 2005;DeLeonardis, L. (2005). Paracas cultural contexts: new evidence from the west bank of Callango. Andean Past, 7, 27-55.;
Peru;Callango West Bank;-14,491641;-75,647654;2460;50;Beta-98221;wood;DeLeonardis 2005;DeLeonardis, L. (2005). Paracas cultural contexts: new evidence from the west bank of Callango. Andean Past, 7, 27-55.;
Peru;Callango West Bank;-14,491641;-75,647654;2530;50;Beta-98216;wood;DeLeonardis 2005;DeLeonardis, L. (2005). Paracas cultural contexts: new evidence from the west bank of Callango. Andean Past, 7, 27-55.;
Peru;Callango West Bank;-14,491641;-75,647654;2530;40;Beta-98218;wood;DeLeonardis 2005;DeLeonardis, L. (2005). Paracas cultural contexts: new evidence from the west bank of Callango. Andean Past, 7, 27-55.;
Peru;Callango West Bank;-14,491641;-75,647654;2540;50;Beta-98219;wood;DeLeonardis 2005;DeLeonardis, L. (2005). Paracas cultural contexts: new evidence from the west bank of Callango. Andean Past, 7, 27-55.;
Peru;Callango West Bank;-14,491641;-75,647654;2690;90;Beta-98220;wood;DeLeonardis 2005;DeLeonardis, L. (2005). Paracas cultural contexts: new evidence from the west bank of Callango. Andean Past, 7, 27-55.;
Peru;Campanayuq Rumi;-13,651886;-73,957817;2473;55;AA87455;wood;Matsumoto & Palomino 2012;Matsumoto, Y., & Palomino, Y. (2012). Early Horizon gold metallurgy from Campanayuq Rumi in the Peruvian south-central highlands. Nawpa Pacha, 32, 115-130.;
Peru;Campanayuq Rumi;-13,651886;-73,957817;2659;38;AA87454;wood;Matsumoto & Palomino 2012;Matsumoto, Y., & Palomino, Y. (2012). Early Horizon gold metallurgy from Campanayuq Rumi in the Peruvian south-central highlands. Nawpa Pacha, 32, 115-130.;
Peru;Campanayuq Rumi;-13,651886;-73,957817;2706;56;AA87452;wood;Matsumoto & Palomino 2012;Matsumoto, Y., & Palomino, Y. (2012). Early Horizon gold metallurgy from Campanayuq Rumi in the Peruvian south-central highlands. Nawpa Pacha, 32, 115-130.;
Peru;Campanayuq Rumi;-13,651886;-73,957817;2743;36;AA87120;wood;Matsumoto & Palomino 2012;Matsumoto, Y., & Palomino, Y. (2012). Early Horizon gold metallurgy from Campanayuq Rumi in the Peruvian south-central highlands. Nawpa Pacha, 32, 115-130.;
Peru;Canas;unknown;unknown;3030;70;PUCP-82;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Caral;-10,811977;-77,703123;3640;50;Beta-132593;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Caral;-10,811977;-77,703123;3730;70;ISGS-4724;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3740;80;ISGS-4738;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3740;90;Beta-134427;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Caral;-10,811977;-77,703123;3810;70;ISGS-4740;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3820;50;Beta-132589;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Caral;-10,811977;-77,703123;3830;60;Beta-132590;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3840;40;AA75268;plant;Jones 2009;Jones, K. B., Hodgins, W. L., Etayo-Cadavid, M., & Andrus, C. F. T. (2009). Upwelling signals in radiocarbon from early 20th century Peruvian bay scallop (Argopecten purpuratus) shells. Quaternary Research, 72, 452-456.;
Peru;Caral;-10,811977;-77,703123;3840;70;ISGS-4710;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3900;70;ISGS-4726;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3960;110;ISGS-4727;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3960;80;ISGS-4733;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3970;90;ISGS-4734;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3970;40;Beta-134429;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Caral;-10,811977;-77,703123;3990;70;ISGS-4729;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;3990;70;ISGS-4732;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;4000;40;AA75267;plant;Jones 2009;Jones, K. B., Hodgins, W. L., Etayo-Cadavid, M., & Andrus, C. F. T. (2009). Upwelling signals in radiocarbon from early 20th century Peruvian bay scallop (Argopecten purpuratus) shells. Quaternary Research, 72, 452-456.;
Peru;Caral;-10,811977;-77,703123;4020;40;Beta-134428;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Caral;-10,811977;-77,703123;4060;70;ISGS-4736;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Caral;-10,811977;-77,703123;4090;90;ISGS-4711;plant;Solis et al 2001;Solis, R. S., Haas, J., & Creamer, W. (2001). Dating Caral, a preceramic site in the Supe Valley on the central coast of Peru. Science, 292, 723-726.;
Peru;Cardal;-12,1;-76,52;2750;90;I-14238;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;2850;105;GX-1622;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;2880;90;I-14122;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;2900;80;I-15567;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;2930;80;I-15568;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;2935;110;GX-1623;wood;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;2950;80;I-15569;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;2980;90;I-14251;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;3030;90;I-14121;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;3060;80;I-15570;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;3070;90;I-14125;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cardal;-12,1;-76,52;3120;90;I-14130;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Carhuas;-14,12;-76,1;2500;110;Birm-512;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Carrizal;-6,063056;-79,498056;2140;240;Beta-20905;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Peru;Carrizal;-6,063056;-79,498056;3640;100;Beta-31075;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Peru;Carrizal;-6,063056;-79,498056;4390;110;Beta-18920;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Peru;Carrizal;-6,063056;-79,498056;4450;100;Beta-31073;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Peru;Carrizal;-6,063056;-79,498056;4620;100;Beta-31074;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Peru;Carrizal;-6,063056;-79,498056;4690;120;Beta-27417;charcoal;Gayo et al 2015;Gayo, E. M., Latorre, C., & Santoro, C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International, 356, 4-14.;
Peru;Caru (Ta 2-5);-17,456;-70,008;8190;130;Hv-1083;charcoal;Ravines 1966;Ravines, R. (1966). Investigaciones arqueologicas en el Peru: 1965-1966. Revista del Museo Nacional, 34, 247-254.;
Peru;Casa de la Tia PAC-14;-10,3;-74,3;2620;100;Y-1546;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Casa de la Tia PAC-14;-10,3;-74,3;3225;68;P-993;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Casa de la Tia PAC-14;-10,3;-74,3;3368;100;P-990;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Casa de la Tia PAC-14;-10,3;-74,3;3587;100;P-992;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Casa de la Tia PAC-14;-10,3;-74,3;3728;100;P-991;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Casma Valley;-9,3;-77,5;2640;90;UCAL-729B;shell;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Casma Valley;-9,3;-77,5;6990;70;Gif-6774;unknown;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Ccollpa;-11,2;-75,833333;2100;150;Gif-3483;charcoal;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cemetario de Nanchoc (CA-09-04B);-6,95;-79,24;7190;130;Beta-5708;charcoal;Dillehay et al 2007;Dillehay, T. D., Rossen, J., Andres, T. C., & Williams, D. E. (2007). Preceramic adoption of peanut, squash, and cotton in northern Peru. Science, 316, 1890-1893.;
Peru;Cemetario de Nanchoc (CA-09-04B);-6,95;-79,24;7520;40;Beta-182962;soil;Dillehay et al 2007;Dillehay, T. D., Rossen, J., Andres, T. C., & Williams, D. E. (2007). Preceramic adoption of peanut, squash, and cotton in northern Peru. Science, 316, 1890-1893.;
Peru;Cemetario de Nanchoc (CA-09-04B);-6,95;-79,24;7720;100;UCR-2371;charcoal;Dillehay et al 2007;Dillehay, T. D., Rossen, J., Andres, T. C., & Williams, D. E. (2007). Preceramic adoption of peanut, squash, and cotton in northern Peru. Science, 316, 1890-1893.;
Peru;Cerrillos;-13,55;-75,4;2195;64;P-518;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerrillos;-13,55;-75,4;2302;125;P-517;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
Peru;Cerrillos;-13,55;-75,4;2408;214;P-516;plant;Ziolkowski et al 1994;Ziolkowski, M. S., Pazdur, M., Krzanowski, A., & Michczynski, A. (1994). Andes radiocarbon database for Bolivia, Ecuador, and Peru. Varsovia-Gliwice, Andean archaeological mission of the Institute of Archaeology/Warsaw University & Gliwice Radiocarbon Laboratory of the Institute of Physics, Silesian Technical University.;
