Site_Name;Region;Latitude;Longitude;C14_date;Error;Lab_Number;Material_Dated;Full Reference;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10480;70;GX-19526;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10470;70;GX-19537;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10470;70;GX-19539;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10450;60;Beta-75005;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10450;60;Beta-76952;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10392;78;GX-17400;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10390;70;Beta-75003;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10390;70;GX-19538;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10390;60;GX-19540;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10370;60;GX-19531;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10360;50;Beta-76954;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10360;60;GX-19533;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10350;70;GX-19536;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10330;60;Beta-75009;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10330;70;GX-19525;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10320;70;Beta-75006;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10310;70;GX-19535;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10305;275;GX-17422;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10300;60;Beta-75004;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10290;80;Beta-75007;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10290;70;GX-19527;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10280;70;Beta-75008;wood;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10275;275;GX-17421;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10261;62;NZA-9897;seed;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10260;60;Beta-75002;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10250;70;GX-19529;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10230;60;Beta-75001;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10210;60;Beta-76955;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10210;60;GX-19530;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10190;50;GX-19534;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10120;70;GX-19528;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10110;60;GX-19532;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada;Trop. Lowlands;-2,045;-54,1445;10000;60;GX-19523;plant;Roosevelt, A. C., Lima da Costa, M., Lopes Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio da Silveira, M., Henderson, A., Silva, J., Chernoff, B., Reese, D. S., Holman, J. A., Toth, N., Schick, K. (1996). Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science, 272, 373-384.;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada ;Trop. Lowlands;-2,045;-54,1445;10410;60;GX-19538;seed;Roosevelt, A., Costa, M., Machado, C., Michab, M., Mercier, N., Valladas, H., Feathers, J., Barnett, W., Imazio, M., Henderson, A., Silva, J., Chernoff, B., Reese, D., Holman, J., Toth, N., Schik, K.. 1996. Paleoindian cave dwellers in the Amazon: the peopling of the Americas. Science 272: 373-398;;;;;;;;;;;;;;;;;;
Caverna da Pedra Pintada ;Trop. Lowlands;-2,045;-54,1445;7580;215;GX-17415;seed;Roosevelt, A. (1995). Early pottery in the Amazon. Twenty years of scholarly obscurity. In W. Bernet J.;;;;;;;;;;;;;;;;;;
Cerca Grande 6;C/E Bra;-19,521944;-44,001944;9720;128;P-521;charcoal;Borrerro, L. (1996). The Pleistocene-Holocene transition in Southern South America. In: Humans at the end of the Ice Age. Eds Straus, L., Eriksen, B., Erlandson, J., Yesner, D. Plenun Press, New York, pp 52-75.;;;;;;;;;;;;;;;;;;
Cerca Grande 6;C/E Bra;-19,521944;-44,001944;9020;120;P-519;charcoal;Borrerro, L. (1996). The Pleistocene-Holocene transition in Southern South America. In: Humans at the end of the Ice Age. Eds Straus, L., Eriksen, B., Erlandson, J., Yesner, D. Plenun Press, New York, pp 52-75.;;;;;;;;;;;;;;;;;;
Cerca Grande 7;C/E Bra;-19,521944;-44,001944;9130;60;Beta-84446;charcoal;Bueno, L., Dias, A. S., Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;;;;;;;;;;;;;;;;;;
Cha do Caboclo;C/E Bra;-18,285278;-43,853889;7820;150;MC-1055;charcoal;Etchevarne, C. (2000). A ocupacao humana do Nordeste brasileiro antes da colonizacao portugesa. Revista USP, 44, 112-141.;;;;;;;;;;;;;;;;;;
Cha do Caboclo;C/E Bra;-18,285278;-43,853889;7300;140;MC-1060;charcoal;Etchevarne, C. (2000). A ocupacao humana do Nordeste brasileiro antes da colonizacao portugesa. Revista USP, 44, 112-141.;;;;;;;;;;;;;;;;;;
Cha do Caboclo;C/E Bra;-18,285278;-43,853889;7152;140;MC-1027;charcoal;Etchevarne, C. (2000). A ocupacao humana do Nordeste brasileiro antes da colonizacao portugesa. Revista USP, 44, 112-141.;;;;;;;;;;;;;;;;;;
Coqueirinho;C/E Bra;-19,538056;-43,951;10460;60;Beta-237346;charcoal;Bueno, L., Dias, A. S., Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;;;;;;;;;;;;;;;;;;
Dona Stella;Trop. Lowlands;-3,2;-60,3275;9460;50;Beta-202678;charcoal;Bueno, L., Dias, A. S., Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;;;;;;;;;;;;;;;;;;
Dona Stella;Trop. Lowlands;-3,2;-60,3275;7700;50;Beta-178912;charcoal;Costa, F. Arqueologia das campinaramas do baixo rio Negro: em busca dos pré-ceramistas nos areais da Amazônia Central. PhD thesis, University of São Paulo, Brazil.;;;;;;;;;;;;;;;;;;
Dona Stella;Trop. Lowlands;-3,2;-60,3275;7670;40;Beta-179911;charcoal;Costa, F. Arqueologia das campinaramas do baixo rio Negro: em busca dos pré-ceramistas nos areais da Amazônia Central. PhD thesis, University of São Paulo, Brazil.;;;;;;;;;;;;;;;;;;
Dona Stella;Trop. Lowlands;-3,2;-60,3275;7500;50;Beta-242435;charcoal;Costa, F. Arqueologia das campinaramas do baixo rio Negro: em busca dos pré-ceramistas nos areais da Amazônia Central. PhD thesis, University of São Paulo, Brazil.;;;;;;;;;;;;;;;;;;
Furna do Estrago;C/E Bra;-8,133333;-36,366667;9150;140;SI-6297;charcoal;Bueno, L., Dias, A. S., Steele, J. (2013). The Late Pleistocene/Early Holocene archaeological record in Brazil: a geo-referenced database. Quaternary International, 301, 74-93.;;;;;;;;;;;;;;;;;;
Furna do Estrago;C/E Bra;-8,133333;-36,366667;9150;70;SI-6298;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
Furna do Estrago;C/E Bra;-8,133333;-36,366667;8495;70;SI-6296;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
GO-JA-01;C/E Bra;-18,286389;-52,0477;10580;115;SI-3699;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
GO-JA-01;C/E Bra;-18,286389;-52,0477;10400;130;N-2348;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
GO-JA-01;C/E Bra;-18,286389;-52,0477;9510;60;SI-3700;charcoal;Lima-Ribeiro, M. S., Diniz-Filho, J. A. F. (2013). American megafaunal extinctions and human arrival: improved evaluation using a meta-analytic approach. Quaternary International, 299, 38-52.;;;;;;;;;;;;;;;;;;
