upper_age,lower_age,depth (cm),LOI 375,EM1,EM2,EM3,EM4
218732.0099,218781.6377,4503,0.064,0.000,0.199,0.229,0.507
218781.6377,218831.2655,4504,0.064,0.000,0.179,0.288,0.469
218831.2655,218880.8933,4505,0.071,0.000,0.197,0.189,0.544
218880.8933,218930.5211,4506,0.063,0.000,0.207,0.178,0.552
218930.5211,218980.1489,4507,0.062,0.000,0.199,0.200,0.539
218980.1489,219029.7767,4508,0.062,0.000,0.239,0.187,0.511
219029.7767,219079.4045,4509,0.063,0.000,0.231,0.192,0.514
219079.4045,219129.0323,4510,0.064,0.000,0.200,0.248,0.489
219129.0323,219178.66,4511,0.063,0.000,0.169,0.304,0.464
219178.66,219228.2878,4512,0.059,0.000,0.176,0.286,0.479
219228.2878,219277.9156,4513,0.055,0.000,0.183,0.268,0.495
219277.9156,219327.5434,4514,0.066,0.000,0.176,0.290,0.468
219327.5434,219377.1712,4515,0.062,0.012,0.020,0.906,0.000
219377.1712,219426.799,4516,0.053,0.000,0.082,0.387,0.479
219426.799,219476.4268,4517,0.037,0.014,0.046,0.903,0.000
219476.4268,219526.0546,4518,0.053,0.000,0.102,0.368,0.478
219526.0546,219575.6824,4519,0.045,0.000,0.229,0.314,0.413
219575.6824,219625.3102,4520,0.042,0.026,0.179,0.385,0.367
219625.3102,219674.938,4521,0.020,0.000,0.692,0.000,0.288
219674.938,219724.5658,4522,0.020,0.000,0.602,0.080,0.298
219724.5658,219774.1935,4523,0.023,0.000,0.542,0.130,0.305
219774.1935,219823.8213,4524,0.024,0.000,0.574,0.079,0.323
219823.8213,219873.4491,4525,0.025,0.185,0.474,0.316,0.000
219873.4491,219923.0769,4526,0.034,0.000,0.173,0.589,0.205
219923.0769,219972.7047,4527,0.037,0.000,0.472,0.210,0.281
219972.7047,220022.3325,4528,0.030,0.324,0.274,0.373,0.000
220022.3325,220071.9603,4529,0.027,0.247,0.245,0.482,0.000
220071.9603,220121.5881,4530,0.041,0.016,0.079,0.864,0.000
220121.5881,220171.2159,4531,0.039,0.000,0.115,0.846,0.000
220171.2159,220220.8437,4532,0.028,0.000,0.157,0.579,0.236
220220.8437,220270.4715,4533,0.024,0.004,0.022,0.949,0.000
220270.4715,220320.0993,4534,0.031,0.002,0.068,0.807,0.092
220320.0993,220369.727,4535,0.085,0.000,0.107,0.634,0.174
220369.727,220419.3548,4536,0.042,0.000,0.035,0.728,0.196
220419.3548,220468.9826,4537,0.025,0.000,0.000,0.802,0.174
220468.9826,220518.6104,4538,0.032,0.000,0.008,0.762,0.197
220518.6104,220568.2382,4539,0.027,0.000,0.048,0.701,0.224
220568.2382,220617.866,4540,0.024,0.000,0.213,0.450,0.313
220617.866,220667.4938,4541,0.038,0.000,0.165,0.511,0.286
220667.4938,220717.1216,4542,0.023,0.002,0.119,0.856,0.000
220717.1216,220766.7494,4543,0.022,0.002,0.141,0.835,0.000
220766.7494,220816.3772,4544,0.022,0.046,0.533,0.108,0.291
220816.3772,220866.005,4545,0.020,0.079,0.658,0.000,0.243
220866.005,220915.6328,4546,0.022,0.262,0.321,0.395,0.000
220915.6328,220965.2605,4547,0.021,0.174,0.492,0.112,0.201
220965.2605,221014.8883,4548,0.023,0.258,0.411,0.309,0.000
221014.8883,221064.5161,4549,0.039,0.321,0.355,0.284,0.000
221064.5161,221114.1439,4550,0.039,0.085,0.632,0.000,0.245
221114.1439,221163.7717,4551,0.069,0.076,0.546,0.309,0.000
221163.7717,221213.3995,4552,0.027,0.133,0.515,0.324,0.000
221213.3995,221263.0273,4553,0.025,0.139,0.607,0.000,0.229
221263.0273,221312.6551,4554,0.030,0.108,0.623,0.000,0.239
221312.6551,221362.2829,4555,0.026,0.079,0.644,0.000,0.251
221362.2829,221411.9107,4556,0.027,0.066,0.558,0.349,0.000
221411.9107,221461.5385,4557,0.024,0.005,0.705,0.000,0.267
221461.5385,221511.1663,4558,0.027,0.184,0.551,0.239,0.000
221511.1663,221560.794,4559,0.030,0.199,0.471,0.301,0.000
221560.794,221610.4218,4560,0.041,0.281,0.414,0.264,0.000
221610.4218,221660.0496,4561,0.086,0.349,0.346,0.219,0.000
221660.0496,221709.6774,4562,0.027,0.458,0.316,0.199,0.000
221709.6774,221759.3052,4563,0.026,0.458,0.273,0.243,0.000
221759.3052,221808.933,4564,0.028,0.562,0.144,0.266,0.000
221808.933,221858.5608,4565,0.022,0.555,0.056,0.367,0.000
221858.5608,221908.1886,4566,0.035,0.584,0.022,0.360,0.000
221908.1886,221957.8164,4567,0.020,0.548,0.133,0.300,0.000
221957.8164,222007.4442,4568,0.032,0.304,0.428,0.058,0.178
222007.4442,222057.072,4569,0.034,0.000,0.749,0.000,0.217
222057.072,222106.6998,4570,0.041,0.161,0.605,0.000,0.193
222106.6998,222156.3275,4571,0.041,0.287,0.490,0.000,0.182
222156.3275,222205.9553,4572,0.036,0.376,0.359,0.102,0.126
222205.9553,222255.5831,4573,0.022,0.377,0.339,0.262,0.000
222255.5831,222305.2109,4574,0.020,0.520,0.186,0.273,0.000
222305.2109,222354.8387,4575,0.024,0.548,0.149,0.212,0.067
222354.8387,222404.4665,4576,0.027,0.139,0.634,0.200,0.000
222404.4665,222454.0943,4577,0.036,0.118,0.625,0.000,0.222
222454.0943,222503.7221,4578,0.048,0.019,0.684,0.001,0.248
222503.7221,222553.3499,4579,0.042,0.060,0.659,0.000,0.239
222553.3499,222602.9777,4580,0.034,0.035,0.625,0.305,0.000
222602.9777,222652.6055,4581,0.036,0.154,0.606,0.205,0.000
222652.6055,222702.2333,4582,0.037,0.000,0.683,0.071,0.209
222702.2333,222751.861,4583,0.031,0.407,0.332,0.100,0.130
222751.861,222801.4888,4584,0.078,0.491,0.161,0.269,0.000
222801.4888,222851.1166,4585,0.035,0.441,0.187,0.337,0.000
222851.1166,222900.7444,4586,0.044,0.495,0.123,0.338,0.000
222900.7444,222950.3722,4587,0.039,0.270,0.372,0.320,0.000
222950.3722,223000,4588,0.031,0.000,0.617,0.155,0.197
223000,223048.6618,4589,0.047,0.425,0.265,0.264,0.000
223048.6618,223097.3236,4590,0.029,0.038,0.727,0.000,0.207
223097.3236,223145.9854,4591,0.032,0.000,0.673,0.093,0.202
223145.9854,223194.6472,4592,0.029,0.000,0.696,0.078,0.198
223194.6472,223243.309,4593,0.027,0.000,0.523,0.450,0.000
223243.309,223291.9708,4594,0.024,0.000,0.553,0.244,0.180
223291.9708,223340.6326,4595,0.034,0.000,0.727,0.000,0.239
223340.6326,223389.2944,4596,0.035,0.000,0.728,0.003,0.235
223389.2944,223437.9562,4597,0.031,0.000,0.738,0.000,0.232
223437.9562,223486.618,4598,0.031,0.000,0.614,0.355,0.000
223486.618,223535.2798,4599,0.021,0.000,0.595,0.384,0.000
223535.2798,223583.9416,4600,0.033,0.000,0.733,0.000,0.234
223583.9416,223632.6034,4601,0.033,0.000,0.639,0.327,0.000
223632.6034,223681.2652,4602,0.032,0.000,0.730,0.000,0.238
223681.2652,223729.927,4603,0.028,0.000,0.726,0.000,0.246
223729.927,223778.5888,4604,0.031,0.000,0.729,0.000,0.240
223778.5888,223827.2506,4605,0.031,0.000,0.688,0.055,0.226
223827.2506,223875.9124,4606,0.032,0.000,0.473,0.255,0.240
223875.9124,223924.5742,4607,0.032,0.000,0.430,0.296,0.242
223924.5742,223973.236,4608,0.030,0.000,0.315,0.655,0.000
223973.236,224021.8978,4609,0.031,0.000,0.343,0.340,0.287
224021.8978,224070.5596,4610,0.033,0.000,0.146,0.558,0.263
224070.5596,224119.2214,4611,0.036,0.000,0.049,0.638,0.277
224119.2214,224167.8832,4612,0.039,0.000,0.000,0.652,0.309
224167.8832,224216.545,4613,0.044,0.000,0.076,0.533,0.347
224216.545,224265.2068,4614,0.039,0.000,0.192,0.288,0.481
224265.2068,224313.8686,4615,0.022,0.000,0.000,0.400,0.578
224313.8686,224362.5304,4616,0.020,0.000,0.000,0.417,0.563
224362.5304,224411.1922,4617,0.029,0.000,0.040,0.289,0.642
224411.1922,224459.854,4618,0.024,0.000,0.000,0.014,0.962
224459.854,224508.5158,4619,0.028,0.000,0.000,0.000,0.972
224508.5158,224557.1776,4620,0.031,0.000,0.000,0.000,0.969
224557.1776,224605.8394,4621,0.027,0.000,0.000,0.000,0.973
224605.8394,224654.5012,4622,0.032,0.000,0.000,0.000,0.968
224654.5012,224703.163,4623,0.032,0.000,0.000,0.000,0.968
224703.163,224751.8248,4624,0.033,0.000,0.000,0.000,0.967
224751.8248,224800.4866,4625,0.027,0.000,0.000,0.000,0.973
224800.4866,224849.1484,4626,0.028,0.000,0.000,0.000,0.972
224849.1484,224897.8102,4627,0.034,0.000,0.000,0.000,0.966
224897.8102,224946.472,4628,0.037,0.000,0.000,0.000,0.963
224946.472,224995.1338,4629,0.038,0.000,0.000,0.000,0.962
224995.1338,225043.7956,4630,0.041,0.000,0.000,0.000,0.959
225043.7956,225092.4574,4631,0.040,0.000,0.000,0.000,0.960
225092.4574,225141.1192,4632,0.041,0.000,0.001,0.000,0.958
225141.1192,225189.781,4633,0.039,0.000,0.000,0.000,0.961
225189.781,225238.4428,4634,0.045,0.000,0.000,0.000,0.955
225238.4428,225287.1046,4635,0.046,0.000,0.000,0.000,0.954
225287.1046,225335.7664,4636,0.056,0.000,0.001,0.000,0.943
225335.7664,225384.4282,4637,0.055,0.000,0.000,0.049,0.896
225384.4282,225433.09,4638,0.063,0.000,0.000,0.053,0.884
225433.09,225481.7518,4639,0.067,0.000,0.000,0.157,0.776
225481.7518,225530.4136,4640,0.060,0.000,0.000,0.263,0.677
225530.4136,225579.0754,4641,0.053,0.000,0.000,0.371,0.576
225579.0754,225627.7372,4642,0.046,0.000,0.000,0.480,0.474
225627.7372,225676.399,4643,0.040,0.000,0.000,0.590,0.370
225676.399,225725.0608,4644,0.033,0.000,0.000,0.703,0.265
225725.0608,225773.7226,4645,0.022,0.000,0.000,0.819,0.158
225773.7226,225822.3844,4646,0.023,0.000,0.133,0.624,0.219
225822.3844,225871.0462,4647,0.024,0.000,0.118,0.654,0.204
225871.0462,225919.708,4648,0.020,0.000,0.126,0.656,0.198
225919.708,225968.3698,4649,0.022,0.000,0.114,0.635,0.228
225968.3698,226017.0316,4650,0.021,0.000,0.103,0.617,0.259
226017.0316,226065.6934,4651,0.021,0.000,0.113,0.572,0.295
226065.6934,226114.3552,4652,0.018,0.000,0.128,0.552,0.302
226114.3552,226163.017,4653,0.020,0.000,0.144,0.555,0.281
226163.017,226211.6788,4654,0.023,0.000,0.190,0.464,0.323
226211.6788,226260.3406,4655,0.018,0.000,0.133,0.671,0.179
226260.3406,226309.0024,4656,0.018,0.000,0.243,0.509,0.230
226309.0024,226357.6642,4657,0.019,0.000,0.130,0.652,0.199
226357.6642,226406.326,4658,0.020,0.000,0.146,0.625,0.208
226406.326,226454.9878,4659,0.022,0.000,0.169,0.613,0.196
226454.9878,226503.6496,4660,0.026,0.000,0.205,0.579,0.190
226503.6496,226552.3114,4661,0.027,0.000,0.238,0.544,0.191
226552.3114,226600.9732,4662,0.025,0.000,0.226,0.557,0.193
226600.9732,226649.635,4663,0.027,0.000,0.190,0.624,0.159
226649.635,226698.2968,4664,0.033,0.000,0.148,0.819,0.000
226698.2968,226746.9586,4665,0.036,0.000,0.180,0.646,0.138
226746.9586,226795.6204,4666,0.038,0.000,0.205,0.639,0.118
226795.6204,226844.2822,4667,0.033,0.000,0.201,0.669,0.096
226844.2822,226892.944,4668,0.030,0.000,0.218,0.634,0.118
226892.944,226941.6058,4669,0.023,0.000,0.198,0.689,0.090
226941.6058,226990.2676,4670,0.021,0.000,0.239,0.606,0.134
226990.2676,227038.9294,4671,0.021,0.000,0.201,0.658,0.119
227038.9294,227087.5912,4672,0.022,0.000,0.249,0.569,0.161
227087.5912,227136.253,4673,0.022,0.000,0.117,0.755,0.106
227136.253,227184.9148,4674,0.022,0.000,0.038,0.856,0.084
227184.9148,227233.5766,4675,0.023,0.000,0.032,0.910,0.035
227233.5766,227282.2384,4676,0.046,0.000,0.043,0.823,0.088
227282.2384,227330.9002,4677,0.040,0.000,0.013,0.861,0.086
227330.9002,227379.562,4678,0.026,0.000,0.033,0.828,0.113
227379.562,227428.2238,4679,0.024,0.000,0.000,0.942,0.034
227428.2238,227476.8856,4680,0.023,0.000,0.020,0.891,0.066
227476.8856,227525.5474,4681,0.020,0.000,0.243,0.548,0.189
227525.5474,227574.2092,4682,0.019,0.000,0.383,0.385,0.213
227574.2092,227622.871,4683,0.019,0.000,0.434,0.304,0.243
227622.871,227671.5328,4684,0.020,0.000,0.435,0.307,0.238
227671.5328,227720.1946,4685,0.024,0.000,0.434,0.310,0.233
227720.1946,227768.8564,4686,0.025,0.000,0.455,0.258,0.262
227768.8564,227817.5182,4687,0.032,0.003,0.495,0.142,0.328
227817.5182,227866.18,4688,0.016,0.001,0.560,0.044,0.379
227866.18,227914.8418,4689,0.016,0.002,0.584,0.086,0.313
227914.8418,227963.5036,4690,0.016,0.000,0.436,0.285,0.263
227963.5036,228012.1655,4691,0.016,0.000,0.442,0.224,0.318
228012.1655,228060.8273,4692,0.015,0.000,0.459,0.287,0.239
228060.8273,228109.4891,4693,0.014,0.000,0.503,0.315,0.168
228109.4891,228158.1509,4694,0.016,0.000,0.526,0.308,0.150
228158.1509,228206.8127,4695,0.017,0.000,0.512,0.343,0.127
228206.8127,228255.4745,4696,0.017,0.000,0.420,0.468,0.095
228255.4745,228304.1363,4697,0.017,0.000,0.530,0.309,0.144
228304.1363,228352.7981,4698,0.018,0.000,0.531,0.305,0.146
228352.7981,228401.4599,4699,0.018,0.000,0.245,0.737,0.000
228401.4599,228450.1217,4700,0.020,0.000,0.306,0.622,0.052
228450.1217,228498.7835,4701,0.020,0.000,0.338,0.591,0.052
228498.7835,228547.4453,4702,0.020,0.000,0.326,0.567,0.086
228547.4453,228596.1071,4703,0.019,0.000,0.312,0.581,0.087
228596.1071,228644.7689,4704,0.019,0.000,0.437,0.415,0.129
228644.7689,228693.4307,4705,0.018,0.000,0.446,0.413,0.123
228693.4307,228742.0925,4706,0.019,0.000,0.439,0.407,0.135
228742.0925,228790.7543,4707,0.020,0.000,0.535,0.272,0.174
228790.7543,228839.4161,4708,0.019,0.000,0.458,0.377,0.146
228839.4161,228888.0779,4709,0.020,0.080,0.496,0.404,0.000
228888.0779,228936.7397,4710,0.020,0.000,0.514,0.466,0.000
228936.7397,228985.4015,4711,0.018,0.135,0.484,0.363,0.000
228985.4015,229034.0633,4712,0.018,0.220,0.378,0.383,0.000
229034.0633,229082.7251,4713,0.019,0.055,0.592,0.123,0.212
229082.7251,229131.3869,4714,0.019,0.212,0.367,0.402,0.000
229131.3869,229180.0487,4715,0.022,0.000,0.564,0.202,0.212
229180.0487,229228.7105,4716,0.019,0.290,0.363,0.189,0.139
229228.7105,229277.3723,4717,0.017,0.263,0.412,0.138,0.171
229277.3723,229326.0341,4718,0.020,0.029,0.519,0.242,0.189
229326.0341,229374.6959,4719,0.020,0.203,0.470,0.134,0.172
229374.6959,229423.3577,4720,0.023,0.367,0.233,0.277,0.100
229423.3577,229472.0195,4721,0.021,0.008,0.561,0.225,0.185
229472.0195,229520.6813,4722,0.025,0.078,0.605,0.076,0.217
229520.6813,229569.3431,4723,0.019,0.399,0.234,0.348,0.000
229569.3431,229618.0049,4724,0.020,0.305,0.366,0.310,0.000
229618.0049,229666.6667,4725,0.019,0.210,0.499,0.272,0.000
229666.6667,229715.3285,4726,0.022,0.145,0.534,0.299,0.000
229715.3285,229763.9903,4727,0.023,0.034,0.692,0.062,0.189
229763.9903,229812.6521,4728,0.024,0.206,0.401,0.237,0.132
229812.6521,229861.3139,4729,0.020,0.297,0.374,0.183,0.125
229861.3139,229909.9757,4730,0.019,0.406,0.297,0.278,0.000
229909.9757,229958.6375,4731,0.022,0.435,0.247,0.215,0.080
229958.6375,230007.2993,4732,0.020,0.565,0.080,0.335,0.000
230007.2993,230055.9611,4733,0.028,0.584,0.038,0.350,0.000
230055.9611,230104.6229,4734,0.040,0.589,0.000,0.371,0.000
230104.6229,230153.2847,4735,0.021,0.481,0.131,0.368,0.000
230153.2847,230201.9465,4736,0.034,0.034,0.581,0.154,0.197
230201.9465,230250.6083,4737,0.041,0.041,0.601,0.133,0.183
230250.6083,230299.2701,4738,0.061,0.085,0.472,0.104,0.278
230299.2701,230347.9319,4739,0.064,0.121,0.444,0.128,0.243
230347.9319,230396.5937,4740,0.046,0.062,0.506,0.155,0.231
230396.5937,230445.2555,4741,0.042,0.000,0.563,0.180,0.215
230445.2555,230493.9173,4742,0.030,0.103,0.607,0.076,0.183
230493.9173,230542.5791,4743,0.035,0.321,0.189,0.455,0.000
230542.5791,230591.2409,4744,0.038,0.290,0.417,0.076,0.178
230591.2409,230639.9027,4745,0.043,0.606,0.034,0.317,0.000
230639.9027,230688.5645,4746,0.032,0.564,0.086,0.318,0.000
230688.5645,230737.2263,4747,0.032,0.546,0.184,0.238,0.000
230737.2263,230785.8881,4748,0.033,0.379,0.341,0.247,0.000
230785.8881,230834.5499,4749,0.032,0.000,0.717,0.000,0.251
230834.5499,230883.2117,4750,0.035,0.000,0.710,0.000,0.255
230883.2117,230931.8735,4751,0.032,0.000,0.742,0.000,0.226
230931.8735,230980.5353,4752,0.032,0.000,0.724,0.000,0.244
230980.5353,231029.1971,4753,0.028,0.000,0.657,0.079,0.235
231029.1971,231077.8589,4754,0.030,0.000,0.559,0.232,0.180
231077.8589,231126.5207,4755,0.027,0.000,0.365,0.474,0.134
231126.5207,231175.1825,4756,0.027,0.000,0.331,0.512,0.130
231175.1825,231223.8443,4757,0.026,0.000,0.490,0.298,0.185
231223.8443,231272.5061,4758,0.072,0.000,0.593,0.108,0.227
231272.5061,232294.4039,4759,0.032,0.000,0.563,0.287,0.119
232294.4039,232343.0657,4780,0.032,0.000,0.535,0.374,0.059
232343.0657,232391.7275,4781,0.031,0.000,0.507,0.462,0.000
232391.7275,232440.3893,4782,0.031,0.000,0.325,0.644,0.000
232440.3893,232489.0511,4783,0.030,0.000,0.456,0.514,0.000
232489.0511,232537.7129,4784,0.028,0.000,0.453,0.519,0.000
232537.7129,232586.3747,4785,0.029,0.000,0.513,0.458,0.000
232586.3747,232635.0365,4786,0.029,0.000,0.432,0.407,0.133
232635.0365,232683.6983,4787,0.028,0.000,0.421,0.444,0.106
232683.6983,232732.3601,4788,0.034,0.000,0.342,0.560,0.065
232732.3601,232781.0219,4789,0.040,0.000,0.567,0.392,0.000
232781.0219,232829.6837,4790,0.044,0.000,0.578,0.379,0.000
232829.6837,232878.3455,4791,0.049,0.000,0.541,0.410,0.000
232878.3455,232927.0073,4792,0.037,0.107,0.434,0.392,0.030
232927.0073,232975.6691,4793,0.043,0.000,0.719,0.000,0.238
232975.6691,233024.3309,4794,0.041,0.000,0.555,0.403,0.000
233024.3309,233072.9927,4795,0.035,0.000,0.698,0.019,0.248
233072.9927,233121.6545,4796,0.036,0.000,0.655,0.077,0.232
233121.6545,233170.3163,4797,0.036,0.000,0.561,0.403,0.000
233170.3163,233218.9781,4798,0.039,0.000,0.535,0.425,0.000
233218.9781,233267.6399,4799,0.038,0.000,0.501,0.248,0.212
233267.6399,233316.3017,4800,0.037,0.000,0.479,0.256,0.229
233316.3017,233364.9635,4801,0.036,0.000,0.410,0.332,0.222
233364.9635,233413.6253,4802,0.037,0.000,0.406,0.326,0.231
233413.6253,233462.2871,4803,0.035,0.000,0.405,0.342,0.218
233462.2871,233510.9489,4804,0.037,0.000,0.394,0.333,0.236
233510.9489,233559.6107,4805,0.037,0.000,0.384,0.325,0.255
233559.6107,233608.2725,4806,0.038,0.000,0.121,0.840,0.000
233608.2725,233656.9343,4807,0.038,0.000,0.186,0.546,0.230
233656.9343,233705.5961,4808,0.039,0.000,0.074,0.656,0.231
233705.5961,233754.2579,4809,0.040,0.000,0.081,0.627,0.252
233754.2579,233802.9197,4810,0.044,0.000,0.000,0.670,0.286
233802.9197,233851.5815,4811,0.045,0.000,0.000,0.672,0.283
233851.5815,233900.2433,4812,0.048,0.000,0.011,0.647,0.293
233900.2433,233948.9051,4813,0.052,0.000,0.000,0.581,0.367
233948.9051,233997.5669,4814,0.055,0.000,0.000,0.565,0.380
233997.5669,234046.2287,4815,0.061,0.000,0.115,0.375,0.449
234046.2287,234094.8905,4816,0.069,0.000,0.149,0.343,0.439
234094.8905,234143.5523,4817,0.077,0.000,0.084,0.839,0.000
234143.5523,234192.2141,4818,0.075,0.004,0.077,0.844,0.000
234192.2141,234240.8759,4819,0.071,0.161,0.089,0.679,0.000
234240.8759,234289.5377,4820,0.075,0.156,0.286,0.178,0.305
234289.5377,234338.1995,4821,0.072,0.200,0.298,0.135,0.295
234338.1995,234386.8613,4822,0.077,0.052,0.373,0.158,0.340
234386.8613,234435.5231,4823,0.063,0.068,0.384,0.136,0.349
234435.5231,234484.1849,4824,0.065,0.238,0.171,0.526,0.000
234484.1849,234532.8467,4825,0.063,0.116,0.410,0.082,0.329
234532.8467,234581.5085,4826,0.069,0.068,0.499,0.013,0.351
234581.5085,234630.1703,4827,0.055,0.052,0.428,0.059,0.406
234630.1703,234678.8321,4828,0.056,0.000,0.402,0.000,0.542
234678.8321,234727.4939,4829,0.061,0.110,0.496,0.000,0.332
234727.4939,234776.1557,4830,0.063,0.014,0.510,0.046,0.367
234776.1557,234824.8175,4831,0.105,0.147,0.438,0.014,0.296
234824.8175,234873.4793,4832,0.090,0.051,0.431,0.089,0.339
234873.4793,234922.1411,4833,0.127,0.147,0.417,0.000,0.309
234922.1411,234970.8029,4834,0.141,0.086,0.456,0.032,0.285
234970.8029,235019.4647,4835,0.143,0.000,0.025,0.000,0.832
235019.4647,235068.1265,4836,0.145,0.000,0.043,0.000,0.812
235068.1265,235116.7883,4837,0.201,0.000,0.058,0.000,0.741
235116.7883,235165.4501,4838,0.195,0.000,0.000,0.000,0.805
235165.4501,235214.1119,4839,0.086,0.000,0.006,0.000,0.909
235214.1119,235262.7737,4840,0.089,0.000,0.011,0.000,0.900
235262.7737,235311.4355,4841,0.088,0.000,0.007,0.000,0.904
235311.4355,235360.0973,4842,0.080,0.000,0.005,0.000,0.915
235360.0973,235408.7591,4843,0.081,0.000,0.004,0.000,0.915
235408.7591,235457.4209,4844,0.090,0.000,0.001,0.115,0.794
235457.4209,235506.0827,4845,0.092,0.000,0.000,0.067,0.841
235506.0827,235554.7445,4846,0.096,0.000,0.011,0.037,0.856
235554.7445,235603.4063,4847,0.104,0.000,0.009,0.105,0.782
235603.4063,235652.0681,4848,0.100,0.000,0.052,0.086,0.762
235652.0681,235700.7299,4849,0.101,0.000,0.000,0.028,0.871
235700.7299,235749.3917,4850,0.108,0.000,0.000,0.088,0.804
235749.3917,235798.0535,4851,0.105,0.000,0.000,0.068,0.828
235798.0535,235846.7153,4852,0.110,0.000,0.053,0.074,0.763
235846.7153,235895.3771,4853,0.111,0.000,0.020,0.132,0.737
235895.3771,235944.0389,4854,0.122,0.000,0.052,0.103,0.723
235944.0389,235992.7007,4855,0.121,0.000,0.079,0.075,0.726
235992.7007,236041.3625,4856,0.118,0.000,0.053,0.091,0.738
236041.3625,236090.0243,4857,0.126,0.000,0.094,0.000,0.780
236090.0243,236138.6861,4858,0.129,0.000,0.000,0.149,0.722
236138.6861,236187.3479,4859,0.131,0.000,0.170,0.001,0.698
236187.3479,236236.0097,4860,0.189,0.000,0.101,0.000,0.709
236236.0097,236284.6715,4861,0.170,0.000,0.005,0.000,0.825
236284.6715,236333.3333,4862,0.172,0.000,0.006,0.000,0.822
236333.3333,236381.9951,4863,0.142,0.020,0.174,0.042,0.623
236381.9951,236430.6569,4864,0.183,0.000,0.068,0.000,0.750
236430.6569,236479.3187,4865,0.164,0.000,0.060,0.000,0.776
236479.3187,236527.9805,4866,0.149,0.000,0.041,0.000,0.810
236527.9805,236576.6423,4867,0.156,0.000,0.072,0.000,0.773
236576.6423,236625.3041,4868,0.156,0.000,0.010,0.000,0.834
236625.3041,236673.9659,4869,0.153,0.000,0.003,0.000,0.844
236673.9659,236722.6277,4870,0.162,0.000,0.096,0.000,0.742
236722.6277,236771.2895,4871,0.167,0.000,0.015,0.000,0.817
236771.2895,236819.9513,4872,0.163,0.000,0.077,0.000,0.760
236819.9513,237063.2603,4873,0.161,0.000,0.044,0.000,0.795
237063.2603,237111.9221,4878,0.109,0.000,0.142,0.188,0.562
237111.9221,237160.5839,4879,0.107,0.000,0.087,0.212,0.593
237160.5839,237209.2457,4880,0.111,0.000,0.098,0.201,0.589
237209.2457,237257.9075,4881,0.094,0.000,0.137,0.160,0.609
237257.9075,237306.5693,4882,0.088,0.000,0.140,0.164,0.608
237306.5693,237355.2311,4883,0.080,0.000,0.115,0.196,0.609
237355.2311,237403.8929,4884,0.094,0.000,0.115,0.201,0.589
237403.8929,237452.5547,4885,0.096,0.000,0.138,0.227,0.539
237452.5547,237501.2165,4886,0.087,0.000,0.084,0.232,0.597
237501.2165,237549.8783,4887,0.089,0.000,0.096,0.236,0.579
237549.8783,237598.5401,4888,0.093,0.000,0.039,0.352,0.516
237598.5401,237647.2019,4889,0.084,0.000,0.072,0.278,0.566
237647.2019,237695.8637,4890,0.082,0.000,0.064,0.324,0.530
237695.8637,237744.5255,4891,0.071,0.000,0.075,0.304,0.551
237744.5255,237793.1873,4892,0.073,0.000,0.135,0.224,0.568
237793.1873,237841.8491,4893,0.073,0.000,0.089,0.280,0.558
237841.8491,237890.5109,4894,0.064,0.000,0.065,0.328,0.544
237890.5109,237939.1727,4895,0.071,0.000,0.099,0.337,0.493
237939.1727,237987.8345,4896,0.061,0.000,0.074,0.358,0.506
237987.8345,238036.4964,4897,0.076,0.000,0.074,0.364,0.486
238036.4964,238085.1582,4898,0.056,0.000,0.043,0.423,0.478
238085.1582,238133.82,4899,0.040,0.000,0.044,0.442,0.474
238133.82,238182.4818,4900,0.042,0.000,0.025,0.464,0.469
238182.4818,238231.1436,4901,0.060,0.000,0.033,0.461,0.447
238231.1436,238279.8054,4902,0.050,0.000,0.032,0.473,0.445
238279.8054,238328.4672,4903,0.051,0.000,0.056,0.484,0.410
238328.4672,238377.129,4904,0.045,0.000,0.075,0.518,0.362
238377.129,238425.7908,4905,0.040,0.000,0.085,0.535,0.340
238425.7908,238474.4526,4906,0.035,0.000,0.099,0.582,0.285
238474.4526,238523.1144,4907,0.052,0.000,0.021,0.568,0.359
238523.1144,238571.7762,4908,0.048,0.000,0.000,0.548,0.403
238571.7762,238620.438,4909,0.060,0.000,0.000,0.484,0.457
238620.438,238669.0998,4910,0.047,0.000,0.000,0.570,0.383
238669.0998,238717.7616,4911,0.053,0.000,0.000,0.559,0.388
238717.7616,238766.4234,4912,0.044,0.000,0.000,0.534,0.422
238766.4234,238815.0852,4913,0.045,0.000,0.003,0.489,0.464
238815.0852,238863.747,4914,0.039,0.000,0.068,0.419,0.473
238863.747,238912.4088,4915,0.044,0.000,0.109,0.294,0.553
238912.4088,238961.0706,4916,0.051,0.000,0.207,0.199,0.543
238961.0706,239009.7324,4917,0.069,0.000,0.154,0.249,0.528
239009.7324,239058.3942,4918,0.052,0.000,0.270,0.187,0.491
239058.3942,239107.056,4919,0.045,0.000,0.187,0.242,0.526
239107.056,239155.7178,4920,0.044,0.000,0.200,0.258,0.497
239155.7178,239204.3796,4921,0.045,0.000,0.144,0.329,0.482
239204.3796,239253.0414,4922,0.039,0.000,0.151,0.304,0.506
239253.0414,239301.7032,4923,0.035,0.000,0.010,0.954,0.000
239301.7032,239350.365,4924,0.032,0.000,0.101,0.383,0.484
239350.365,239399.0268,4925,0.030,0.000,0.330,0.208,0.432
239399.0268,239447.6886,4926,0.033,0.000,0.306,0.242,0.419
239447.6886,239496.3504,4927,0.032,0.000,0.339,0.200,0.429
